Channel1_Signal,Channel1_Noise,Channel2_Signal,Channel2_Noise,Notes
" Point 4 Time: 9.137114 Frequency:  41.81 Hz, Directions: 103.05 degrees "," Point 6 Time: 1.139428 Frequency:  37.01 Hz, Directions:   4.84 degrees "," Point 1 Time: 4.294479 Frequency:  42.03 Hz, Directions: 156.81 degrees "," Point 6 Time: 1.873161 Frequency:  37.88 Hz, Directions:  41.14 degrees ","weaker call, not seen well on azi"
" Point 5 Time: 11.044819 Frequency:  41.38 Hz, Directions: 123.07 degrees ",," Point 2 Time: 6.520135 Frequency:  41.81 Hz, Directions:  80.71 degrees ",,
" Point 6 Time: 12.683489 Frequency:  41.81 Hz, Directions: 108.22 degrees ", Absolute time at min time: 08-Aug-2014 04:05:30," Point 3 Time: 9.039283 Frequency:  42.03 Hz, Directions:  72.49 degrees ", Absolute time at min time: 08-Aug-2014 04:05:53,
," Point 1 Time: 10.946988 Frequency:  48.36 Hz, Directions:  17.61 degrees ",," Point 1 Time: 11.656263 Frequency:  48.14 Hz, Directions:   7.49 degrees ",
 Absolute time at min time: 08-Aug-2014 04:29:55," Point 2 Time: 11.729636 Frequency:  48.36 Hz, Directions: 133.88 degrees ", Absolute time at min time: 08-Aug-2014 04:32:33 ," Point 2 Time: 12.341080 Frequency:  48.14 Hz, Directions: 206.97 degrees ",
" Point 1 Time: 3.193880 Frequency:  43.56 Hz, Directions:  97.52 degrees "," Point 3 Time: 10.873615 Frequency:  41.81 Hz, Directions:  28.33 degrees "," Point 1 Time: 3.878697 Frequency:  43.12 Hz, Directions: 127.48 degrees "," Point 3 Time: 11.558432 Frequency:  42.90 Hz, Directions:  85.46 degrees ","weaker call, not seen well on azi"
" Point 2 Time: 5.223874 Frequency:  43.56 Hz, Directions:  57.71 degrees "," Point 4 Time: 11.607348 Frequency:  41.81 Hz, Directions:  82.73 degrees "," Point 2 Time: 5.835317 Frequency:  42.25 Hz, Directions: 127.92 degrees "," Point 4 Time: 12.438911 Frequency:  42.47 Hz, Directions:  35.26 degrees ",
" Point 3 Time: 8.305551 Frequency:  43.34 Hz, Directions:  71.89 degrees "," Point 5 Time: 10.800242 Frequency:  36.79 Hz, Directions:  27.34 degrees "," Point 3 Time: 8.794706 Frequency:  41.81 Hz, Directions: 110.76 degrees "," Point 5 Time: 11.387228 Frequency:  37.45 Hz, Directions:  12.04 degrees ",
," Point 6 Time: 11.827467 Frequency:  35.92 Hz, Directions:  59.07 degrees "," Point 4 Time: 10.873615 Frequency:  41.59 Hz, Directions: 126.39 degrees "," Point 6 Time: 12.243249 Frequency:  37.01 Hz, Directions:  38.24 degrees ",
 Absolute time at min time: 08-Aug-2014 04:30:24,," Point 5 Time: 13.197102 Frequency:  41.38 Hz, Directions: 135.05 degrees ",,
" Point 1 Time: 1.824246 Frequency:  42.90 Hz, Directions:  83.57 degrees ", Absolute time at min time: 08-Aug-2014 04:05:40,, Absolute time at min time: 08-Aug-2014 04:06:03,
" Point 2 Time: 3.683035 Frequency:  43.12 Hz, Directions: 161.99 degrees "," Point 1 Time: 0.552442 Frequency:  48.80 Hz, Directions:  73.19 degrees ", Absolute time at min time: 08-Aug-2014 04:32:47 ," Point 1 Time: 0.576900 Frequency:  48.58 Hz, Directions: 220.18 degrees ",
" Point 3 Time: 5.761944 Frequency:  42.90 Hz, Directions: 100.29 degrees "," Point 2 Time: 1.359548 Frequency:  48.80 Hz, Directions: 176.28 degrees "," Point 1 Time: 1.848703 Frequency:  43.56 Hz, Directions: 120.14 degrees "," Point 2 Time: 1.090513 Frequency:  48.36 Hz, Directions: 189.19 degrees ",
" Point 4 Time: 8.281093 Frequency:  42.47 Hz, Directions: 130.03 degrees "," Point 3 Time: 0.650273 Frequency:  42.03 Hz, Directions: 106.63 degrees "," Point 2 Time: 3.805324 Frequency:  42.03 Hz, Directions: 111.28 degrees "," Point 3 Time: 0.650273 Frequency:  43.12 Hz, Directions: 112.84 degrees ",
," Point 4 Time: 1.335091 Frequency:  42.03 Hz, Directions: 118.92 degrees "," Point 3 Time: 5.492909 Frequency:  42.25 Hz, Directions: 106.29 degrees "," Point 4 Time: 1.090513 Frequency:  42.90 Hz, Directions:  60.58 degrees ",
 Absolute time at min time: 08-Aug-2014 04:31:09," Point 5 Time: 0.723647 Frequency:  37.23 Hz, Directions: 107.23 degrees "," Point 4 Time: 7.694107 Frequency:  41.81 Hz, Directions: 124.59 degrees "," Point 5 Time: 0.674731 Frequency:  38.10 Hz, Directions: 351.26 degrees ",
" Point 1 Time: 1.995450 Frequency:  44.21 Hz, Directions: 137.94 degrees "," Point 6 Time: 1.310633 Frequency:  37.23 Hz, Directions:  56.88 degrees ",," Point 6 Time: 1.114971 Frequency:  37.88 Hz, Directions:  36.03 degrees ",
" Point 2 Time: 4.318937 Frequency:  43.12 Hz, Directions: 134.61 degrees ",, Absolute time at min time: 08-Aug-2014 04:33:47 ,,
" Point 3 Time: 6.764712 Frequency:  42.69 Hz, Directions: 141.01 degrees ", Absolute time at min time: 08-Aug-2014 04:05:52," Point 1 Time: 3.731950 Frequency:  41.81 Hz, Directions:  69.66 degrees ", Absolute time at min time: 08-Aug-2014 04:06:12,
" Point 4 Time: 8.843621 Frequency:  42.69 Hz, Directions: 120.35 degrees "," Point 1 Time: 10.995904 Frequency:  48.58 Hz, Directions: 138.19 degrees "," Point 2 Time: 6.960374 Frequency:  40.72 Hz, Directions:  77.16 degrees "," Point 1 Time: 19.262625 Frequency:  47.27 Hz, Directions:  22.91 degrees ",
" Point 5 Time: 10.262171 Frequency:  41.38 Hz, Directions: 106.12 degrees "," Point 2 Time: 11.754094 Frequency:  48.36 Hz, Directions:  37.91 degrees "," Point 3 Time: 10.213255 Frequency:  40.94 Hz, Directions:  66.90 degrees "," Point 2 Time: 20.020815 Frequency:  47.05 Hz, Directions:  47.25 degrees ",
" Point 6 Time: 12.023129 Frequency:  41.81 Hz, Directions: 108.11 degrees "," Point 3 Time: 10.971446 Frequency:  42.25 Hz, Directions:  62.89 degrees ",," Point 3 Time: 19.433829 Frequency:  41.59 Hz, Directions:  58.58 degrees ",
," Point 4 Time: 11.803010 Frequency:  41.81 Hz, Directions:  59.76 degrees ", Absolute time at min time: 08-Aug-2014 04:34:42," Point 4 Time: 20.118646 Frequency:  41.59 Hz, Directions: 324.34 degrees ",
 Absolute time at min time: 08-Aug-2014 04:31:56 ," Point 5 Time: 11.118192 Frequency:  38.10 Hz, Directions:  15.89 degrees "," Point 1 Time: 3.071591 Frequency:  43.56 Hz, Directions: 115.23 degrees "," Point 5 Time: 19.556118 Frequency:  36.57 Hz, Directions:  49.25 degrees ","weaker call, not seen well on azi"
" Point 1 Time: 4.465683 Frequency:  43.78 Hz, Directions:  80.18 degrees "," Point 6 Time: 11.949756 Frequency:  37.88 Hz, Directions:  34.26 degrees "," Point 2 Time: 4.857007 Frequency:  43.12 Hz, Directions: 144.36 degrees "," Point 6 Time: 20.289850 Frequency:  36.57 Hz, Directions:  30.81 degrees ",
" Point 2 Time: 6.446761 Frequency:  43.78 Hz, Directions:  96.47 degrees ",," Point 3 Time: 6.691339 Frequency:  42.69 Hz, Directions: 115.10 degrees ",,
" Point 3 Time: 8.696875 Frequency:  43.56 Hz, Directions:  79.31 degrees ", Absolute time at min time: 08-Aug-2014 04:06:02," Point 4 Time: 7.987600 Frequency:  42.69 Hz, Directions: 159.22 degrees ", Absolute time at min time: 08-Aug-2014 04:06:31,
," Point 1 Time: 0.479069 Frequency:  48.14 Hz, Directions: 312.76 degrees "," Point 5 Time: 9.503981 Frequency:  42.47 Hz, Directions: 119.84 degrees "," Point 1 Time: 1.506295 Frequency:  48.58 Hz, Directions: 161.40 degrees ",
 Absolute time at min time: 08-Aug-2014 04:32:33," Point 2 Time: 1.139428 Frequency:  48.14 Hz, Directions:  62.67 degrees ",," Point 2 Time: 2.215570 Frequency:  48.58 Hz, Directions:  71.01 degrees ",
" Point 1 Time: 2.509063 Frequency:  44.00 Hz, Directions: 128.10 degrees "," Point 3 Time: 0.503527 Frequency:  42.90 Hz, Directions: 120.08 degrees ", Absolute time at min time: 08-Aug-2014 04:36:22," Point 3 Time: 1.457379 Frequency:  41.59 Hz, Directions:  32.58 degrees ",
" Point 2 Time: 4.587972 Frequency:  43.56 Hz, Directions: 146.54 degrees "," Point 4 Time: 1.066055 Frequency:  42.47 Hz, Directions: 133.94 degrees "," Point 1 Time: 6.838085 Frequency:  42.25 Hz, Directions: 122.58 degrees "," Point 4 Time: 2.142196 Frequency:  41.59 Hz, Directions:  31.95 degrees ",
" Point 3 Time: 6.838085 Frequency:  42.90 Hz, Directions: 117.05 degrees "," Point 5 Time: 0.552442 Frequency:  37.88 Hz, Directions: 353.92 degrees "," Point 2 Time: 8.623501 Frequency:  41.38 Hz, Directions: 171.57 degrees "," Point 5 Time: 1.408464 Frequency:  37.66 Hz, Directions: 358.84 degrees ",
" Point 4 Time: 8.794706 Frequency:  41.81 Hz, Directions: 145.24 degrees "," Point 6 Time: 1.066055 Frequency:  37.88 Hz, Directions:  56.43 degrees "," Point 3 Time: 10.360002 Frequency:  40.94 Hz, Directions: 156.58 degrees "," Point 6 Time: 1.995450 Frequency:  37.45 Hz, Directions: 347.81 degrees ",
" Point 5 Time: 10.653495 Frequency:  41.38 Hz, Directions: 141.63 degrees ",,,,
" Point 6 Time: 13.221559 Frequency:  39.85 Hz, Directions: 131.76 degrees ", Absolute time at min time: 08-Aug-2014 04:06:12, Absolute time at min time: 08-Aug-2014 04:36:54, Absolute time at min time: 08-Aug-2014 04:06:54 ,
," Point 1 Time: 18.822385 Frequency:  47.05 Hz, Directions:  38.20 degrees "," Point 1 Time: 3.291711 Frequency:  44.21 Hz, Directions: 107.85 degrees "," Point 1 Time: 12.169876 Frequency:  46.83 Hz, Directions:  60.20 degrees ",
 Absolute time at min time: 08-Aug-2014 04:32:46," Point 2 Time: 19.653949 Frequency:  47.05 Hz, Directions:  32.31 degrees "," Point 2 Time: 5.615198 Frequency:  43.34 Hz, Directions: 136.53 degrees "," Point 2 Time: 12.976982 Frequency:  46.40 Hz, Directions: 135.40 degrees ",
" Point 1 Time: 2.435689 Frequency:  42.90 Hz, Directions: 114.66 degrees "," Point 3 Time: 18.920216 Frequency:  40.50 Hz, Directions:  59.57 degrees "," Point 3 Time: 7.131578 Frequency:  42.90 Hz, Directions: 107.55 degrees "," Point 3 Time: 12.243249 Frequency:  40.72 Hz, Directions: 149.91 degrees ",
" Point 2 Time: 4.294479 Frequency:  42.90 Hz, Directions:  63.17 degrees "," Point 4 Time: 19.922984 Frequency:  40.94 Hz, Directions: 190.75 degrees "," Point 4 Time: 8.550128 Frequency:  42.03 Hz, Directions: 107.92 degrees "," Point 4 Time: 13.148186 Frequency:  40.72 Hz, Directions: 175.40 degrees ",
" Point 3 Time: 6.202184 Frequency:  41.59 Hz, Directions:  97.68 degrees "," Point 5 Time: 19.213709 Frequency:  36.35 Hz, Directions:  28.58 degrees ",," Point 5 Time: 12.096503 Frequency:  37.23 Hz, Directions:  78.53 degrees ",
" Point 4 Time: 8.183262 Frequency:  41.38 Hz, Directions:  93.63 degrees "," Point 6 Time: 19.825153 Frequency:  36.35 Hz, Directions:  30.80 degrees ", Absolute time at min time: 08-Aug-2014 04:37:12 ," Point 6 Time: 12.805777 Frequency:  37.01 Hz, Directions:  20.53 degrees ",
,," Point 1 Time: 2.655809 Frequency:  43.34 Hz, Directions:  76.70 degrees ",,
 Absolute time at min time: 08-Aug-2014 04:33:48, Absolute time at min time: 08-Aug-2014 04:06:30," Point 2 Time: 4.612430 Frequency:  43.12 Hz, Directions:  52.85 degrees ", Absolute time at min time: 08-Aug-2014 04:07:05,
" Point 1 Time: 3.340626 Frequency:  41.16 Hz, Directions:  74.09 degrees "," Point 1 Time: 2.215570 Frequency:  48.14 Hz, Directions: 100.19 degrees "," Point 3 Time: 6.691339 Frequency:  42.47 Hz, Directions:  68.07 degrees "," Point 1 Time: 1.310633 Frequency:  49.45 Hz, Directions: 141.37 degrees ","weaker call, not seen well on azi"
" Point 2 Time: 5.713029 Frequency:  40.94 Hz, Directions:  66.56 degrees "," Point 2 Time: 2.924845 Frequency:  47.93 Hz, Directions: 117.23 degrees "," Point 4 Time: 8.550128 Frequency:  42.47 Hz, Directions:  87.72 degrees "," Point 2 Time: 1.970992 Frequency:  49.45 Hz, Directions: 173.26 degrees ",
" Point 3 Time: 7.987600 Frequency:  40.50 Hz, Directions: 119.37 degrees "," Point 3 Time: 2.166654 Frequency:  41.38 Hz, Directions:  23.35 degrees "," Point 5 Time: 10.726868 Frequency:  41.38 Hz, Directions:  42.31 degrees "," Point 3 Time: 1.335091 Frequency:  42.90 Hz, Directions: 119.71 degrees ",
," Point 4 Time: 2.778098 Frequency:  41.38 Hz, Directions:  75.63 degrees "," Point 6 Time: 12.365538 Frequency:  42.69 Hz, Directions:  95.24 degrees "," Point 4 Time: 2.044365 Frequency:  42.90 Hz, Directions:  73.04 degrees ",
 Absolute time at min time: 08-Aug-2014 04:34:42," Point 5 Time: 2.093281 Frequency:  37.45 Hz, Directions:  54.20 degrees "," Point 7 Time: 13.881919 Frequency:  42.25 Hz, Directions: 156.60 degrees "," Point 5 Time: 1.384006 Frequency:  37.01 Hz, Directions: 328.31 degrees ",
" Point 1 Time: 2.264485 Frequency:  43.12 Hz, Directions: 137.74 degrees "," Point 6 Time: 2.827014 Frequency:  37.45 Hz, Directions:  60.59 degrees "," Point 8 Time: 16.670103 Frequency:  41.59 Hz, Directions: 103.76 degrees "," Point 6 Time: 2.240027 Frequency:  36.79 Hz, Directions: 136.84 degrees ",
" Point 2 Time: 4.465683 Frequency:  43.56 Hz, Directions: 127.12 degrees ",,,,
" Point 3 Time: 6.935916 Frequency:  42.90 Hz, Directions: 135.11 degrees ", Absolute time at min time: 08-Aug-2014 04:06:55, Absolute time at min time: 08-Aug-2014 04:39:07, Absolute time at min time: 08-Aug-2014 04:07:39,
" Point 4 Time: 8.990368 Frequency:  41.81 Hz, Directions: 142.29 degrees "," Point 1 Time: 14.248785 Frequency:  48.14 Hz, Directions:  25.63 degrees "," Point 1 Time: 2.435689 Frequency:  43.12 Hz, Directions:  45.11 degrees "," Point 1 Time: 12.683489 Frequency:  48.36 Hz, Directions:  69.10 degrees ",
" Point 5 Time: 11.118192 Frequency:  41.81 Hz, Directions: 126.53 degrees "," Point 2 Time: 15.006975 Frequency:  48.36 Hz, Directions:  21.51 degrees "," Point 2 Time: 3.903155 Frequency:  43.12 Hz, Directions:  82.56 degrees "," Point 2 Time: 13.808545 Frequency:  47.49 Hz, Directions: 153.60 degrees ",
," Point 3 Time: 14.150954 Frequency:  41.81 Hz, Directions:  97.80 degrees "," Point 3 Time: 5.786402 Frequency:  42.25 Hz, Directions:  97.39 degrees "," Point 3 Time: 12.879151 Frequency:  41.38 Hz, Directions:  64.77 degrees ",
 Absolute time at min time: 08-Aug-2014 04:36:21 ," Point 4 Time: 15.202637 Frequency:  41.81 Hz, Directions:  50.91 degrees "," Point 4 Time: 7.767480 Frequency:  42.03 Hz, Directions:  62.81 degrees "," Point 4 Time: 14.028665 Frequency:  41.38 Hz, Directions:  71.32 degrees ",
" Point 1 Time: 5.174958 Frequency:  42.69 Hz, Directions: 103.38 degrees "," Point 5 Time: 14.248785 Frequency:  37.23 Hz, Directions:  48.13 degrees "," Point 5 Time: 10.653495 Frequency:  41.38 Hz, Directions:  80.16 degrees "," Point 5 Time: 13.710714 Frequency:  36.57 Hz, Directions:  49.74 degrees ",
" Point 2 Time: 6.984832 Frequency:  42.25 Hz, Directions: 128.75 degrees "," Point 6 Time: 15.055891 Frequency:  37.23 Hz, Directions:  46.78 degrees ",," Point 6 Time: 14.444447 Frequency:  36.57 Hz, Directions:  55.93 degrees ",
" Point 3 Time: 8.378924 Frequency:  42.25 Hz, Directions: 108.70 degrees ",, Absolute time at min time: 08-Aug-2014 04:40:00,,
" Point 4 Time: 10.262171 Frequency:  42.25 Hz, Directions: 126.71 degrees ", Absolute time at min time: 08-Aug-2014 04:07:07," Point 1 Time: 2.166654 Frequency:  44.21 Hz, Directions: 102.11 degrees ", Absolute time at min time: 08-Aug-2014 04:07:50,
," Point 1 Time: 0.479069 Frequency:  48.14 Hz, Directions: 114.36 degrees "," Point 2 Time: 5.101585 Frequency:  43.34 Hz, Directions: 126.30 degrees "," Point 1 Time: 0.723647 Frequency:  48.36 Hz, Directions:  37.11 degrees ",
 Absolute time at min time: 08-Aug-2014 04:36:53," Point 2 Time: 0.968224 Frequency:  47.93 Hz, Directions: 216.21 degrees "," Point 3 Time: 7.473987 Frequency:  42.25 Hz, Directions: 130.68 degrees "," Point 2 Time: 1.530753 Frequency:  48.36 Hz, Directions: 131.37 degrees ",
" Point 1 Time: 1.579668 Frequency:  44.43 Hz, Directions: 108.79 degrees "," Point 3 Time: 0.576900 Frequency:  42.47 Hz, Directions: 104.27 degrees ",," Point 3 Time: 0.845935 Frequency:  42.90 Hz, Directions:  39.22 degrees ",
" Point 2 Time: 3.291711 Frequency:  44.43 Hz, Directions: 129.30 degrees "," Point 4 Time: 0.992682 Frequency:  42.47 Hz, Directions: 133.01 degrees ", Absolute time at min time: 08-Aug-2014 04:41:16," Point 4 Time: 1.653041 Frequency:  42.90 Hz, Directions: 169.65 degrees ",
" Point 3 Time: 4.881465 Frequency:  43.78 Hz, Directions: 108.51 degrees "," Point 5 Time: 0.552442 Frequency:  37.88 Hz, Directions:  57.59 degrees "," Point 1 Time: 2.337858 Frequency:  40.94 Hz, Directions: 116.48 degrees "," Point 5 Time: 0.919309 Frequency:  38.10 Hz, Directions:  62.39 degrees ",
" Point 4 Time: 6.764712 Frequency:  42.47 Hz, Directions: 106.65 degrees "," Point 6 Time: 0.943766 Frequency:  37.66 Hz, Directions:  66.55 degrees "," Point 2 Time: 3.438457 Frequency:  40.94 Hz, Directions: 120.79 degrees "," Point 6 Time: 1.579668 Frequency:  37.66 Hz, Directions: 178.50 degrees ",
" Point 5 Time: 8.916994 Frequency:  42.25 Hz, Directions: 139.95 degrees ",," Point 3 Time: 4.979296 Frequency:  40.94 Hz, Directions: 124.47 degrees ",,
, Absolute time at min time: 08-Aug-2014 04:07:38,, Absolute time at min time: 08-Aug-2014 04:08:23,
 Absolute time at min time: 08-Aug-2014 04:37:10," Point 1 Time: 13.123728 Frequency:  47.93 Hz, Directions: 338.30 degrees ", Absolute time at min time: 08-Aug-2014 04:41:30," Point 1 Time: 14.273243 Frequency:  47.93 Hz, Directions:  46.29 degrees ",
" Point 1 Time: 2.729183 Frequency:  43.12 Hz, Directions:  89.49 degrees "," Point 2 Time: 13.906376 Frequency:  47.71 Hz, Directions:  30.96 degrees "," Point 1 Time: 2.240027 Frequency:  41.81 Hz, Directions: 108.06 degrees "," Point 2 Time: 15.324926 Frequency:  47.27 Hz, Directions: 261.78 degrees ",
" Point 2 Time: 5.150500 Frequency:  43.12 Hz, Directions: 112.63 degrees "," Point 3 Time: 13.099271 Frequency:  42.25 Hz, Directions: 226.88 degrees "," Point 2 Time: 3.756408 Frequency:  41.81 Hz, Directions: 108.30 degrees "," Point 3 Time: 14.371074 Frequency:  41.16 Hz, Directions: 107.68 degrees ",
" Point 3 Time: 7.376156 Frequency:  42.69 Hz, Directions:  74.22 degrees "," Point 4 Time: 13.857461 Frequency:  42.25 Hz, Directions: 125.84 degrees "," Point 3 Time: 6.324472 Frequency:  41.59 Hz, Directions: 101.34 degrees "," Point 4 Time: 15.227095 Frequency:  40.94 Hz, Directions:  77.49 degrees ",
" Point 4 Time: 9.552896 Frequency:  42.47 Hz, Directions:  72.53 degrees "," Point 5 Time: 13.074813 Frequency:  37.45 Hz, Directions: 100.55 degrees ",," Point 5 Time: 14.566736 Frequency:  36.57 Hz, Directions:  26.66 degrees ",
" Point 5 Time: 11.362770 Frequency:  42.90 Hz, Directions: 114.89 degrees "," Point 6 Time: 13.857461 Frequency:  37.66 Hz, Directions: 106.50 degrees ", Absolute time at min time: 08-Aug-2014 04:42:10 ," Point 6 Time: 15.349384 Frequency:  36.57 Hz, Directions:  98.53 degrees ",
" Point 6 Time: 13.368306 Frequency:  42.69 Hz, Directions: 150.92 degrees ",," Point 1 Time: 3.634119 Frequency:  43.56 Hz, Directions:  73.30 degrees ",,
" Point 7 Time: 15.496130 Frequency:  42.47 Hz, Directions: 124.39 degrees ", Absolute time at min time: 08-Aug-2014 04:07:51," Point 2 Time: 5.517367 Frequency:  42.03 Hz, Directions:  85.23 degrees ", Absolute time at min time: 08-Aug-2014 04:08:37,
" Point 8 Time: 17.477209 Frequency:  41.38 Hz, Directions: 129.22 degrees "," Point 1 Time: 0.552442 Frequency:  48.80 Hz, Directions: 306.18 degrees "," Point 3 Time: 8.183262 Frequency:  42.25 Hz, Directions:  70.29 degrees "," Point 1 Time: 1.163886 Frequency:  49.02 Hz, Directions:  49.06 degrees ",
," Point 2 Time: 1.066055 Frequency:  48.80 Hz, Directions: 148.93 degrees "," Point 4 Time: 9.993136 Frequency:  42.69 Hz, Directions:  84.11 degrees "," Point 2 Time: 1.726415 Frequency:  49.02 Hz, Directions: 283.81 degrees ",
 Absolute time at min time: 08-Aug-2014 04:39:07," Point 3 Time: 0.527985 Frequency:  44.00 Hz, Directions: 167.54 degrees ",," Point 3 Time: 1.066055 Frequency:  43.34 Hz, Directions:  58.52 degrees ",
" Point 1 Time: 2.998218 Frequency:  42.69 Hz, Directions:  83.34 degrees "," Point 4 Time: 0.992682 Frequency:  44.00 Hz, Directions: 241.72 degrees ", Absolute time at min time: 08-Aug-2014 04:43:03," Point 4 Time: 1.579668 Frequency:  42.90 Hz, Directions:  57.65 degrees ",
